Name,body type,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,,15.32663265,mean 2 seats
Honda,hatchback,6,32700,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.68,,,
Honda,hatchback,10,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.65,,,
Honda,hatchback,6,14821,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,5.37,,,
Honda,hatchback,9,33000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.24,,,
Honda,hatchback,9,53959,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.5,,,
Honda,hatchback,8,43521,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4.25,,,
Honda,hatchback,10,70000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,2.5,,,
Honda,hatchback,6,38735,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4.92,,,
Honda,hatchback,10,60000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.25,,,
Honda,hatchback,8,22100,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.55,,,
Honda,hatchback,8,35000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2.85,,,
Honda,hatchback,7,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4.51,,,
Honda,hatchback,9,11000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.9,,,
Honda,hatchback,8,74325,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.51,,,
Honda,hatchback,7,44328,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.8,,,
Honda,hatchback,9,58581,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,7,3.49,,,
Honda,hatchback,9,41000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.1,,,
Honda,hatchback,8,28637,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,5.53,,,
Honda,hatchback,7,36695,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4.29,,,
Honda,hatchback,9,32807,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2.75,,,
Honda,hatchback,7,46650,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4.25,,,
Honda,hatchback,9,67559,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4.05,,,
Honda,hatchback,10,31500,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4.15,,,
Honda,hatchback,9,33709,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4.9,,,
Honda,hatchback,10,79000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,2.9,,,
Honda,hatchback,9,33793,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,3.74,,,
Honda,hatchback,10,49024,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,2.3,,,
Honda,hatchback,10,25000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,2.75,,,
Honda,hatchback,10,39566,Petrol,Manual,Second,18.4 kmpl,1198 CC,86.8 bhp,5,2.75,,,
Honda,hatchback,10,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,3.65,,,
Honda,hatchback,9,63107,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.25,,,
Honda,hatchback,9,53226,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.3,,,
Honda,hatchback,9,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.25,,,
Honda,hatchback,10,54000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2.95,,,
Honda,hatchback,10,59000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.25,,,
Honda,hatchback,10,65167,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.28,,,
Honda,hatchback,9,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,3.25,,,
Honda,hatchback,6,37300,Petrol,Automatic,Second,16.5 kmpl,1198 CC,86.8 bhp,5,6.46,,,
Honda,hatchback,8,35000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4.25,,,
Honda,hatchback,8,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4.15,,,
Honda,hatchback,8,28000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4.95,,,
Honda,hatchback,8,36631,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4.3,,,
Honda,hatchback,9,47000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5.4,,,
Honda,hatchback,6,32000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5.25,,,
Honda,hatchback,6,32198,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5.1,,,
Honda,hatchback,8,39000,Petrol,Automatic,Second,16.5 kmpl,1198 CC,86.8 bhp,5,3.49,,,
Honda,suv,5,32249,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,5,10.79,,,
Honda,suv,5,9000,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,5,8.5,,,
Honda,suv,6,34004,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,8.02,,,
Honda,suv,5,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,5,9.48,,,
Honda,suv,5,18000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,5,9.25,,,
Honda,suv,5,17000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,5,9.5,,,
Honda,suv,5,16503,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,5,9.5,,,
Honda,suv,6,9200,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,5,8,,,
Honda,sedan,13,55005,Petrol,Manual,First,12.8 kmpl,1338 CC,98 bhp,5,3.2,,,
Honda,sedan,20,85000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,1.2,,,
Honda,sedan,18,73500,Petrol,Manual,Second,13.0 kmpl,1343 CC,90 bhp,5,1.3,,,
Honda,sedan,23,140000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,0.9,,,
Honda,sedan,11,100000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,7,3.5,,,
Honda,sedan,12,54801,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2.5,,,
Honda,sedan,13,86863,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.6,,,
Honda,sedan,11,80000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,3.85,,,
Honda,sedan,13,60000,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5,3.25,,,
Honda,sedan,17,98437,Petrol,Manual,First,13.0 kmpl,1493 CC,100 bhp,5,1.15,,,
Honda,sedan,17,88000,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5,1.7,,,
Honda,sedan,17,123000,Petrol,Manual,Third,13.0 kmpl,1493 CC,100 bhp,5,1.1,,,
Honda,sedan,21,125943,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5,1.45,,,
Honda,sedan,18,186679,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5,1.76,,,
Honda,sedan,16,99583,Petrol,Automatic,Third,12.0 kmpl,1493 CC,100 bhp,5,2.21,,,
Honda,sedan,9,52576,Petrol,Manual,First,13.0 kmpl,1493 CC,100 bhp,5,4.35,,,
Honda,sedan,15,60006,Petrol,Manual,First,18.0 kmpl,1497 CC,100 bhp,5,2.95,,,
Honda,sedan,18,115000,Petrol,Manual,Second,18.0 kmpl,1497 CC,100 bhp,5,1.5,,,
Honda,sedan,15,75055,Petrol,Manual,First,12.8 kmpl,1493 CC,100 bhp,5,2.3,,,
Honda,sedan,17,81000,Petrol,Manual,Second,12.8 kmpl,1493 CC,100 bhp,5,1.1,,,
Honda,sedan,20,53000,Petrol,Manual,Second,18.0 kmpl,1493 CC,100 bhp,5,1.85,,,
Honda,sedan,6,36000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,9.45,,,
Honda,sedan,14,73095,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3.8,,,
Honda,sedan,8,56838,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,5.15,,,
Honda,sedan,9,51000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,4.5,,,
Honda,sedan,13,72000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.4 bhp,5,3.2,,,
Honda,sedan,11,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4.21,,,
Honda,sedan,11,93982,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.75,,,
Honda,sedan,13,70000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,7,2.1,,,
Honda,sedan,10,67635,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.25,,,
Honda,sedan,11,52000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.8,,,
Honda,sedan,8,54546,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.5,,,
Honda,sedan,10,72000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.75,,,
Honda,sedan,13,231673,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2.6,,,
Honda,sedan,8,43772,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,6.35,,,
Honda,sedan,11,68000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.6,,,
Honda,sedan,11,49999,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.8,,,
Honda,sedan,13,65055,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,7,2.75,,,
Honda,sedan,11,95936,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4.1,,,
Honda,sedan,14,114750,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,2.75,,,
Honda,sedan,9,83432,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.9,,,
Honda,sedan,12,38446,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2.59,,,
Honda,sedan,10,66000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,4.45,,,
Honda,sedan,13,73200,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2.78,,,
Honda,sedan,8,58000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.47,,,
Honda,sedan,10,88381,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.25,,,
Honda,sedan,12,43000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,4.21,,,
Honda,sedan,11,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.5,,,
Honda,sedan,11,45501,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.1,,,
Honda,sedan,13,92000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,7,2.25,,,
Honda,sedan,10,26671,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,5.67,,,
Honda,sedan,11,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4.95,,,
Honda,sedan,9,46000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.1,,,
Honda,sedan,13,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,7,3.1,,,
Honda,sedan,10,65055,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,4.25,,,
Honda,sedan,11,125000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.25,,,
Honda,sedan,13,71499,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3,,,
Honda,sedan,8,57000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.48,,,
Honda,sedan,13,31423,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,1.99,,,
Honda,sedan,13,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2.3,,,
Honda,sedan,13,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3.57,,,
Honda,sedan,12,69000,Petrol,Automatic,Second,16.8 kmpl,1497 CC,118 bhp,5,2.85,,,
Honda,sedan,11,78256,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,4.15,,,
Honda,sedan,10,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,5.5,,,
Honda,sedan,11,57000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,4.4,,,
Honda,sedan,11,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,4.45,,,
Honda,sedan,12,62000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3.55,,,
Honda,sedan,8,60952,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,5.91,,,
Honda,sedan,7,45000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,5.25,,,
Honda,sedan,10,63998,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5,5.42,,,
Honda,sedan,13,89000,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5,3.71,,,
Honda,sedan,10,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,5,4.49,,,
Honda,sedan,6,47681,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,5,8.73,,,
Honda,sedan,12,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.5,,,
Honda,sedan,11,48466,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.26,,,
Honda,sedan,11,42086,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.35,,,
Honda,sedan,13,138000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,3.5,,,
Honda,sedan,10,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,6.33,,,
Honda,sedan,11,66000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4.9,,,
Honda,sedan,10,66245,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.68,,,
Honda,sedan,7,32000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.5,,,
Honda,sedan,12,45008,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3,,,
Honda,sedan,13,71400,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5,3.8,,,
Honda,sedan,6,28414,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,8.4,,,
Honda,sedan,11,90000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,3.4,,,
Honda,sedan,11,65000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.2,,,
Honda,sedan,11,94832,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.83,,,
Honda,sedan,12,27800,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5,,,
Honda,sedan,13,79782,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,2.6,,,
Honda,sedan,11,66276,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.5,,,
Honda,sedan,12,80302,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.5,,,
Honda,sedan,10,77283,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.81,,,
Honda,sedan,11,102013,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.75,,,
Honda,sedan,12,65100,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.15,,,
Honda,sedan,13,122000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,3.5,,,
Honda,sedan,12,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2.7,,,
Honda,sedan,8,48094,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,7.25,,,
Honda,sedan,9,45000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4.55,,,
Honda,sedan,10,45496,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4.75,,,
Honda,sedan,10,67590,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.65,,,
Honda,sedan,9,50266,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.53,,,
Honda,sedan,10,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,7,4.75,,,
Honda,sedan,9,60669,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,4.95,,,
Honda,sedan,8,40000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,6.49,,,
Honda,sedan,10,51920,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,4.25,,,
Honda,sedan,6,24337,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,8.18,,,
Honda,sedan,8,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5.7,,,
Honda,sedan,7,78233,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.6,,,
Honda,sedan,5,65792,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,8.11,,,
Honda,sedan,8,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.99,,,
Honda,sedan,7,33000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7,,,
Honda,sedan,6,55700,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7.52,,,
Honda,sedan,8,40000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,4.45,,,
Honda,sedan,8,25000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.15,,,
Honda,sedan,8,90000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.75,,,
Honda,sedan,8,75000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6,,,
Honda,sedan,8,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5.5,,,
Honda,sedan,8,45000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,4.75,,,
Honda,sedan,7,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5.95,,,
Honda,sedan,7,64465,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.22,,,
Honda,sedan,7,42831,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7.11,,,
Honda,sedan,6,60805,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,8.07,,,
Honda,sedan,5,73003,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7.75,,,
Honda,sedan,8,36000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5,,,
Honda,sedan,7,77000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.98,,,
Honda,sedan,6,67000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7.25,,,
Honda,sedan,8,66500,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5.7,,,
Honda,sedan,8,56002,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.1,,,
Honda,sedan,6,84580,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.83,,,
Honda,sedan,6,53000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,9.75,,,
Honda,sedan,8,71649,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,6.75,,,
Honda,sedan,7,80606,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,6.96,,,
Honda,sedan,4,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,11.73,,,
Honda,sedan,7,66339,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5,6.9,,,
Honda,sedan,8,74000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5,6.4,,,
Honda,sedan,8,55000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,5.99,,,
Honda,sedan,8,37298,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,4.9,,,
Honda,sedan,8,75578,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,7,,,
Honda,sedan,8,76551,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,7.25,,,
Honda,sedan,5,65850,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,9.44,,,
Honda,sedan,8,71000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5,6.2,,,
Honda,sedan,5,37000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,11,,,
Honda,sedan,7,30000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,6.95,,,
Honda,sedan,5,45366,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,10.88,,,
Honda,sedan,8,71000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,7.45,,,
Honda,sedan,6,36000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,10.25,,,
Honda,sedan,5,39430,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,8.29,,,
Honda,sedan,6,8000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,9.45,,,
Honda,sedan,7,41950,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,9.6,,,
Honda,sedan,6,58197,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,9.19,,,
Honda,sedan,6,60475,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,9.1,,,
Honda,sedan,7,32896,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,8.9,,,
Honda,sedan,7,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,7.41,,,
Honda,sedan,7,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,8.25,,,
Honda,sedan,7,51000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,7.9,,,
Honda,sedan,6,14000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,11.5,,,
Honda,sedan,5,12538,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,12.5,,,
Honda,sedan,8,82329,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,7.5,,,
Honda,sedan,6,42666,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,8.95,,,
Honda,sedan,6,25000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,9.45,,,
Honda,sedan,4,34696,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,12.08,,,
Honda,sedan,13,52000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,3.25,,,
Honda,sedan,8,58407,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.16,,,
Honda,sedan,8,60000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.25,,,
Honda,sedan,6,27300,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7,,,
Honda,sedan,7,27030,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,6.75,,,
Honda,sedan,6,36367,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7.73,,,
Honda,sedan,7,73070,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5.9,,,
Honda,sedan,8,55000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,7,5.84,,,
Honda,sedan,8,48104,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5.49,,,
Honda,sedan,7,480000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5,,,
Honda,sedan,5,38424,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7.51,,,
Honda,sedan,8,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,4.75,,,
Honda,sedan,8,54257,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.25,,,
Honda,sedan,8,62000,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5,7.75,,,
Honda,sedan,5,38691,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7.68,,,
Honda,sedan,8,10500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5.9,,,
Honda,sedan,6,34634,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,7,6.9,,,
Honda,sedan,8,57004,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,7,5.35,,,
Honda,sedan,6,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,8.09,,,
Honda,sedan,8,62505,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5.95,,,
Honda,sedan,7,38000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,7.8,,,
Honda,sedan,7,28005,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7.1,,,
Honda,sedan,5,38607,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5,7.87,,,
Honda,sedan,6,17000,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5,8.25,,,
Honda,sedan,7,63818,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.57,,,
Honda,sedan,7,28004,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7.1,,,
Honda,sedan,5,27279,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,9.47,,,
Honda,sedan,7,23000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,7,,,
Honda,sedan,6,29512,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,7.9,,,
Honda,sedan,4,5000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,10.11,,,
Honda,sedan,7,24398,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7.9,,,
Honda,sedan,8,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.9,,,
Honda,sedan,6,54317,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,8.4,,,
Honda,sedan,6,36891,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,10.49,,,
Honda,sedan,8,39000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.25,,,
